admiration ; восхищение/преклонение ; презрение ; равнодушие ; contempt ; indifference ; Он смотрел на своего наставника с глубоким восхищением. ; He looked at his mentor with deep admiration. ; ædməˈreɪʃən

admire ; восхищаться/любоваться ; завидовать ; ненавидеть ; envy ; hate ; Мы все восхищались ее смелостью и решительностью. ; We all admired her courage and determination. ; ædˈmaɪər

admit ; признавать/допускать (факт) ; отрицать ; скрывать ; deny ; hide ; Он неохотно признавал, что совершил ошибку. ; He reluctantly admitted that he had made a mistake. ; ædˈmɪt

admit ; принимать/впускать ; выгонять ; запрещать ; expel ; forbid ; Их приняли в престижный университет. ; They were admitted to the prestigious university. ; ædˈmɪt

adopt ; усыновлять/удочерять ; рожать ; отдавать ; give birth ; give away ; Семья решила усыновить ребенка из приюта. ; The family decided to adopt a child from the orphanage. ; əˈdɒpt

adopt ; принимать/одобрять (закон, идею) ; отвергать ; критиковать ; reject ; criticize ; Комитет решил принять новое правило голосованием. ; The committee decided to adopt the new rule by vote. ; əˈdɒpt

adult ; взрослый ; ребенок ; подросток ; child ; teenager ; Билет для взрослого стоит в два раза дороже детского. ; The ticket for an adult costs twice as much as the children's one. ; ˈædʌlt

adult ; взрослый/зрелый ; инфантильный ; молодой ; infantile ; young ; Это очень зрелый подход к решению проблемы. ; This is a very adult approach to solving the problem. ; ˈædʌlt

advance ; продвигаться/прогрессировать ; отступать ; стоять ; retreat ; stand ; Мы надеемся продвинуться в наших исследованиях к следующему месяцу. ; We hope to advance in our research by next month. ; ədˈvɑːns

advance ; прогресс/достижение ; задержка ; провал ; delay ; failure ; Технологический прогресс меняет мир очень быстро. ; Technological advance is changing the world very quickly. ; ədˈvɑːns

advanced ; продвинутый/передовой ; элементарный ; старый ; elementary ; old ; Этот курс предназначен для студентов с продвинутым уровнем знаний. ; This course is for students with an advanced level of knowledge. ; ədˈvɑːnst

advantage ; преимущество/выгода ; недостаток ; ущерб ; disadvantage ; damage ; Знание нескольких языков дает вам большое преимущество при поиске работы. ; Knowing several languages gives you a great advantage when looking for a job. ; ədˈvɑːntɪʤ

adventure ; приключение ; скука ; рутина ; boredom ; routine ; Их путешествие превратилось в настоящее приключение. ; Their journey turned into a real adventure. ; ədˈvɛnʧər

advert ; объявление/реклама ; статья ; новость ; article ; news ; Я видел это объявление по телевизору вчера вечером. ; I saw this advert on TV last night. ; ˈædvɜːt

advertise ; рекламировать/объявлять ; скрывать ; умалчивать ; conceal ; keep quiet ; Они начали рекламировать свой новый продукт на всех платформах. ; They started to advertise their new product across all platforms. ; ˈædvərtaɪz

advertisement ; объявление/реклама ; доклад ; статья ; report ; article ; Успех кампании зависит от качества рекламы. ; The success of the campaign depends on the quality of the advertisement. ; ædvərˈtaɪzmənt
advertising ; реклама/рекламный бизнес ; продажа ; производство ; selling ; production ; Мы потратили большой бюджет на онлайн-рекламу. ; We spent a large budget on online advertising. ; ˈædvərtaɪzɪŋ

advice ; совет/рекомендация ; указание ; требование ; instruction ; demand ; Я последовал ее совету и получил отличный результат. ; I followed her advice and got a great result. ; ædˈvaɪs

advise ; советовать/рекомендовать ; приказывать ; критиковать ; order ; criticize ; Врач посоветовал мне больше отдыхать. ; The doctor advised me to rest more. ; ædˈvaɪz

affair ; дело/вопрос ; мелочь ; хобби ; trifle ; hobby ; Это был щекотливый политический вопрос. ; It was a delicate political affair. ; əˈfɛər

affair ; роман/связь ; дружба ; брак ; friendship ; marriage ; Об их тайном романе никто не должен был знать. ; No one was supposed to know about their secret affair. ; əˈfɛər

affect ; влиять/затрагивать ; игнорировать ; помогать ; ignore ; help ; Его настроение может сильно влиять на работу всей команды. ; His mood can greatly affect the whole team's work. ; əˈfɛkt

affection ; привязанность/нежность ; враждебность ; равнодушие ; hostility ; indifference ; Она относилась к младшему брату с большой нежностью. ; She treated her younger brother with great affection. ; əˈfɛkʃən

afford ; позволить себе (финансово) ; тратить ; одалживать ; spend ; borrow ; Мы не можем позволить себе купить такой дорогой дом. ; We can't afford to buy such an expensive house. ; əˈfɔːrd

afraid ; испуганный/бояться ; смелый ; счастливый ; brave ; happy ; Он боялся летать на самолетах. ; He was afraid of flying in planes. ; əˈfreɪd

after ; после/за ; до ; во время ; before ; during ; Мы встретимся после работы в шесть вечера. ; We will meet after work at six in the evening. ; ˈɑːftər

after ; потом/затем ; прежде ; сразу ; previously ; immediately ; Он ушел, а потом мы закрыли магазин. ; He left, and after we closed the store. ; ˈɑːftər

afternoon ; день/время после полудня ; утро ; ночь ; morning ; night ; Мы обычно проводим наши встречи во второй половине дня. ; We usually hold our meetings in the afternoon. ; ɑːftərˈnuːn

afterwards ; впоследствии/потом ; до ; одновременно ; before ; simultaneously ; Они поужинали, а впоследствии пошли гулять в парк. ; They had dinner, and afterwards went for a walk in the park. ; ˈɑːftərwərdz

again ; снова/опять ; один раз ; никогда ; once ; never ; Пожалуйста, повторите вопрос снова. ; Please repeat the question again. ; əˈɡɛn

against ; против/вопреки ; за ; согласно ; for ; according to ; Он выступал против этого нового закона на собрании. ; He spoke against this new law at the meeting. ; əˈɡɛnst

age ; возраст/эпоха ; время ; год ; time ; year ; Она выглядит намного моложе своего возраста. ; She looks much younger than her age. ; eɪʤ

age ; стареть/выдерживать (о вине) ; молодеть ; портиться ; grow younger ; spoil ; Вино будет стареть в бочках в течение многих лет. ; The wine will age in barrels for many years. ; eɪʤ

aged ; пожилой/в возрасте ; молодой ; новый ; young ; new ; Они заботились о своих пожилых родителях. ; They took care of their aged parents. ; eɪʤd

aged ; выдержанный (о сыре, вине) ; свежий ; сырой ; fresh ; raw ; Это хорошо выдержанный сыр с насыщенным вкусом. ; This is a well-aged cheese with a rich flavor. ; eɪʤd

agency ; агентство/учреждение ; компания ; частное лицо ; company ; private person ; Они работают через рекламное агентство для продвижения товаров. ; They work through an advertising agency to promote goods. ; ˈeɪʤənsi

agent ; агент/представитель ; начальник ; клиент ; boss ; client ; Наш страховой агент помог нам оформить все документы. ; Our insurance agent helped us complete all the documents. ; ˈeɪʤənt

aggressive ; агрессивный/наступательный ; пассивный ; мягкий ; passive ; gentle ; Его агрессивное поведение было неприемлемо на встрече. ; His aggressive behaviour was unacceptable at the meeting. ; əˈɡrɛsɪv

ago ; назад (о времени) ; сейчас ; скоро ; now ; soon ; Это произошло много лет назад. ; This happened many years ago. ; əˈɡoʊ

agree ; соглашаться/договариваться ; спорить ; возражать ; argue ; object ; Мы не смогли договориться о дате следующей встречи. ; We couldn't agree on the date of the next meeting. ; əˈɡriː

agreement ; соглашение/договор ; спор ; конфликт ; dispute ; conflict ; Они подписали официальное соглашение о сотрудничестве. ; They signed a formal agreement on cooperation. ; əˈɡriːmənt

ahead ; впереди/заранее ; позади ; сбоку ; behind ; aside ; Мы должны планировать наши действия на много шагов вперед. ; We must plan our actions many steps ahead. ; əˈhɛd

aid ; помощь/поддержка ; препятствие ; вред ; obstacle ; harm ; Организация оказывает гуманитарную помощь пострадавшим. ; The organization provides humanitarian aid to the affected people. ; eɪd

aid ; помогать/способствовать ; мешать ; вредить ; hinder ; damage ; Вода помогает растениям расти быстрее. ; Water aids plants to grow faster. ; eɪd

aim ; цель/намерение ; случайность ; провал ; chance ; failure ; Наша главная цель — улучшить качество обслуживания. ; Our main aim is to improve the quality of service. ; eɪm

aim ; целиться/направлять ; прятать ; пропускать ; hide ; miss ; Он целился в центр мишени, но промахнулся. ; He aimed at the center of the target but missed. ; eɪm

air ; воздух ; вода ; земля ; water ; earth ; Мне нужен свежий воздух, я выйду на улицу. ; I need fresh air, I will go outside. ; eər

air ; проветривать/транслировать ; скрывать ; записывать ; hide ; record ; Интервью будет транслироваться по радио завтра. ; The interview will air on the radio tomorrow. ; eər

aircraft ; самолет/воздушное судно ; поезд ; лодка ; train ; boat ; Этот тип самолета используется для дальних перелетов. ; This type of aircraft is used for long-distance flights. ; ˈeəkrɑːft

airport ; аэропорт ; вокзал ; пристань ; station ; pier ; Мы встретим его прямо в аэропорту. ; We will meet him directly at the airport. ; ˈeərpɔːrt

alarm ; тревога/сигнализация ; покой ; тишина ; peace ; silence ; Сигнализация сработала посреди ночи. ; The alarm went off in the middle of the night. ; əˈlɑːrm

alarm ; тревожить/настораживать ; успокаивать ; расслаблять ; calm ; relax ; Его странное поведение сильно тревожило нас. ; His strange behavior greatly alarmed us. ; əˈlɑːrm

alarmed ; встревоженный/напуганный ; спокойный ; равнодушный ; calm ; indifferent ; Мы были очень встревожены новостями о происшествии. ; We were very alarmed by the news of the incident. ; əˈlɑːrmd

alarming ; тревожный/настораживающий ; утешительный ; обнадеживающий ; comforting ; reassuring ; Это очень тревожный рост уровня преступности в городе. ; This is an alarming rise in the crime rate in the city. ; əˈlɑːrmɪŋ

alcohol ; алкоголь/спирт ; вода ; сок ; water ; juice ; Вождение после употребления алкоголя строго запрещено. ; Driving after consuming alcohol is strictly forbidden. ; ˈælkəhɒl

alcoholic ; алкогольный ; безалкогольный ; здоровый ; non-alcoholic ; healthy ; Он не употребляет алкогольные напитки. ; He does not consume alcoholic beverages. ; ælkəˈhɒlɪk

alcoholic ; алкоголик ; трезвенник ; больной ; teetotaler ; patient ; Ему нужна помощь, так как он алкоголик. ; He needs help because he is an alcoholic. ; ælkəˈhɒlɪk

alive ; живой/существующий ; мертвый ; отсутствующий ; dead ; absent ; Он был рад снова увидеть свою семью живой и здоровой. ; He was happy to see his family alive and well again. ; əˈlaɪv

all ; все/вся ; никто ; часть ; none ; part ; Все студенты сдали экзамен вовремя. ; All the students submitted the exam on time. ; ɔːl

all ; полностью/совсем ; частично ; иногда ; partially ; sometimes ; Мы были все в шоке от неожиданной новости. ; We were all in shock at the unexpected news. ; ɔːl

allied ; союзный/союзнический ; враждебный ; независимый ; hostile ; independent ; Они сформировали союзную группу для достижения общих целей. ; They formed an allied group to achieve common goals. ; ˈælaɪd

allow ; позволять/разрешать ; запрещать ; требовать ; forbid ; demand ; Нам не разрешили брать с собой камеры на мероприятие. ; We were not allowed to bring cameras to the event. ; əˈlaʊ

allow for ; учитывать/принимать во внимание ; игнорировать ; исключать ; ignore ; exclude ; Мы должны учитывать возможные задержки в нашем расписании. ; We must allow for possible delays in our schedule. ; əˈlaʊ fɔːr

all right ; хорошо/в порядке ; плохо ; ужасно ; bad ; terrible ; Не волнуйся, я уверен, что все будет хорошо. ; Don't worry, I'm sure everything will be all right. ; ɔːl ˈraɪt

ally ; союзник ; враг ; соперник ; enemy ; rival ; Они были нашими союзниками во время войны. ; They were our allies during the war. ; ˈælaɪ

ally ; объединяться/становиться союзником ; разделяться ; ссориться ; separate ; quarrel ; Две компании решили объединиться для работы над проектом. ; The two companies decided to ally for the project. ; ˈælaɪ

almost ; почти/чуть не ; полностью ; никогда ; completely ; never ; Мы почти закончили работу, осталось совсем немного. ; We almost finished the work, there is very little left. ; ˈɔːlmoʊst

alone ; один/в одиночестве ; вместе ; с кем-то ; together ; with someone ; Она любила гулять по парку в полном одиночестве. ; She liked walking in the park all alone. ; əˈloʊn

along ; вдоль/по ; поперек ; против ; across ; against ; Мы шли вдоль берега реки. ; We walked along the bank of the river. ; əˈlɒŋ

along ; вместе (с кем-то) ; отдельно ; потом ; separately ; afterwards ; Почему бы тебе не пойти с нами? ; Why don't you come along? ; əˈlɒŋ

alongside ; рядом/бок о бок ; вдали ; напротив ; far away ; opposite ; Их лодка пришвартовалась рядом с нашей. ; Their boat moored alongside ours. ; əˌlɒŋˈsaɪd

aloud ; вслух ; шепотом ; про себя ; whisper ; to oneself ; Пожалуйста, прочитайте текст вслух для всей группы. ; Please read the text aloud for the whole group. ; əˈlaʊd

alphabet ; алфавит/азбука ; слово ; предложение ; word ; sentence ; Английский алфавит состоит из 26 букв. ; The English alphabet consists of 26 letters. ; ˈælfəbɛt

alphabetical ; алфавитный ; случайный ; числовой ; random ; numerical ; Мы должны расставить все имена в алфавитном порядке. ; We need to arrange all names in alphabetical order. ; ælfəˈbɛtɪkəl

alphabetically ; в алфавитном порядке ; в случайном порядке ; по размеру ; randomly ; by size ; Все документы были отсортированы в алфавитном порядке. ; All documents were sorted alphabetically. ; ælfəˈbɛtɪkli

already ; уже ; еще ; никогда ; yet ; never ; Я уже видел этот фильм, и он мне понравился. ; I have already seen this movie, and I liked it. ; ɔːlˈrɛdi

also ; также/тоже ; исключая ; отдельно ; excluding ; separately ; Я тоже хочу поехать с тобой на концерт. ; I also want to go to the concert with you. ; ˈɔːlsoʊ

alter ; изменять/менять ; оставлять ; сохранять ; leave ; save ; Мы решили изменить первоначальный дизайн комнаты. ; We decided to alter the initial design of the room. ; ˈɔːltər

alternative ; альтернатива/выбор ; необходимость ; обязательство ; necessity ; obligation ; У нас не было другой альтернативы, кроме как согласиться. ; We had no alternative but to agree. ; ɔːlˈtɜːrnətɪv

alternative ; альтернативный ; единственный ; основной ; single ; primary ; Мы рассматриваем альтернативный способ транспортировки. ; We are considering an alternative method of transport. ; ɔːlˈtɜːrnətɪv

alternatively ; в качестве альтернативы/или же ; обязательно ; всегда ; obligatorily ; always ; Мы можем пойти в кино, или же альтернативно, поужинать дома. ; We can go to the cinema, or alternatively, have dinner at home. ; ɔːlˈtɜːrnətɪvli

although ; хотя/несмотря на то что ; поэтому ; потому что ; therefore ; because ; Мы решили продолжить работу, хотя было уже поздно. ; We decided to continue working, although it was already late. ; ɔːlˈðoʊ

altogether ; в целом/совсем ; частично ; отдельно ; partially ; separately ; В целом, поездка оказалась очень удачной. ; Altogether, the trip turned out to be very successful. ; ɔːltəˈɡɛðər

always ; всегда/постоянно ; никогда ; редко ; never ; rarely ; Она всегда мечтала увидеть Париж. ; She always dreamed of seeing Paris. ; ˈɔːlweɪz

a.m. ; до полудня/утра ; вечер ; ночь ; evening ; night ; Мы должны были встретиться в 10 утра. ; We were supposed to meet at 10 a.m. ; eɪ ˈɛm

amaze ; изумлять/поражать ; разочаровывать ; скучать ; disappoint ; bore ; Ее талант всегда изумлял всех зрителей. ; Her talent always amazed all the spectators. ; əˈmeɪz

amazed ; изумленный/пораженный ; разочарованный ; скучающий ; disappointed ; bored ; Мы были изумлены скоростью его реакции. ; We were amazed by the speed of his reaction. ; əˈmeɪzd

amazing ; удивительный/потрясающий ; скучный ; обычный ; boring ; ordinary ; Это был удивительный концерт, который мы никогда не забудем. ; It was an amazing concert that we will never forget. ; əˈmeɪzɪŋ

ambition ; амбиция/цель ; безразличие ; лень ; indifference ; laziness ; Его амбиция — стать лучшим врачом в стране. ; His ambition is to become the best doctor in the country. ; æmˈbɪʃən

ambulance ; скорая помощь/карета скорой помощи ; полиция ; пожарная машина ; police ; fire engine ; Немедленно вызывайте скорую помощь! ; Call an ambulance immediately! ; ˈæmbjələns

among ; среди/между (многими) ; над ; вне ; above ; outside ; Наш дом находится среди высоких деревьев. ; Our house is located among tall trees. ; əˈmʌŋ

amount ; количество/сумма ; качество ; единица ; quality ; unit ; Нам нужно определить точное количество необходимых материалов. ; We need to determine the exact amount of materials needed. ; əˈmaʊnt

amount ; равняться/составлять (сумму) ; вычитать ; делить ; subtract ; divide ; Общие затраты равняются тысяче долларов. ; The total costs amount to a thousand dollars. ; əˈmaʊnt

amount to ; составлять/равняться ; уменьшаться ; отличаться ; decrease ; differ ; Эти небольшие расходы составляют огромную сумму в конце года. ; These small expenses amount to a huge sum at the end of the year. ; əˈmaʊnt tuː

amuse ; забавлять/развлекать ; раздражать ; расстраивать ; irritate ; upset ; Его истории всегда забавляли слушателей. ; His stories always amused the listeners. ; əˈmjuːz

amused ; развеселенный/забавленный ; скучающий ; расстроенный ; bored ; upset ; Она выглядела развеселенной его шутками. ; She looked amused by his jokes. ; əˈmjuːzd

amusing ; забавный/смешной ; скучный ; грустный ; boring ; sad ; Он рассказал очень забавную историю о своем путешествии. ; He told a very amusing story about his trip. ; əˈmjuːzɪŋ

